Year,state,coc_number,coc_name,measures,count
2015-01-01,TX,TX-503,Austin/Travis County CoC,Parenting Youth Age 18-24,35
2015-01-01,TX,TX-503,Austin/Travis County CoC,Parenting Youth Under 18,1
2015-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Children of Parenting Youth,57
2015-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Chronically Homeless,148
2015-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Chronically Homeless Individuals,131
2015-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Chronically Homeless People in Families,17
2015-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless,"1,165"
2015-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless Individuals,607
2015-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless People in Families,558
2015-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless Unaccompanied Children (Under 18),8
2015-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),37
2015-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless Unaccompanied Youth (Under 25),45
2015-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless Veterans,129
2015-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Parenting Youth (Under 25),36
2015-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Parenting Youth Age 18-24,35
2015-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Parenting Youth Under 18,1
2015-01-01,TX,TX-503,Austin/Travis County CoC,Total Homeless,"1,832"
2015-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Children of Parenting Youth,0
2015-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Chronically Homeless,346
2015-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Chronically Homeless Individuals,346
2015-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Chronically Homeless People in Families,0
2015-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless,667
2015-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless Individuals,659
2015-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless People in Families,8
2015-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless Unaccompanied Children (Under 18),0
2015-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),50
2015-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless Unaccompanied Youth (Under 25),50
2015-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless Veterans,109
2015-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Parenting Youth (Under 25),0
2015-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Parenting Youth Age 18-24,0
2015-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Parenting Youth Under 18,0
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Children of Parenting Youth,55
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Chronically Homeless,615
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Chronically Homeless Individuals,586
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Chronically Homeless People in Families,29
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Homeless Individuals,"2,219"
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Homeless People in Families,922
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Homeless Unaccompanied Children (Under 18),22
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Homeless Unaccompanied Young Adults (Age 18-24),135
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Homeless Unaccompanied Youth (Under 25),157
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Homeless Veterans,291
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Parenting Youth (Under 25),47
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Parenting Youth Age 18-24,46
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Parenting Youth Under 18,1
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Children of Parenting Youth,55
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Chronically Homeless,451
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Chronically Homeless Individuals,422
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Chronically Homeless People in Families,29
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless,"2,778"
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless Individuals,"1,863"
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless People in Families,915
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless Unaccompanied Children (Under 18),22
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),112
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless Unaccompanied Youth (Under 25),134
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless Veterans,242
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Parenting Youth (Under 25),47
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Parenting Youth Age 18-24,46
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Parenting Youth Under 18,1
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Total Homeless,"3,141"
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Children of Parenting Youth,0
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Chronically Homeless,164
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Chronically Homeless Individuals,164
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Chronically Homeless People in Families,0
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless,363
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless Individuals,356
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless People in Families,7
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless Unaccompanied Children (Under 18),0
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),23
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless Unaccompanied Youth (Under 25),23
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless Veterans,49
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Parenting Youth (Under 25),0
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Parenting Youth Age 18-24,0
2015-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Parenting Youth Under 18,0
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Children of Parenting Youth,0
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Chronically Homeless,136
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Chronically Homeless Individuals,128
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Chronically Homeless People in Families,8
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Homeless Individuals,"1,351"
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Homeless People in Families,563
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Homeless Unaccompanied Children (Under 18),12
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Homeless Unaccompanied Young Adults (Age 18-24),42
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Homeless Unaccompanied Youth (Under 25),54
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Homeless Veterans,193
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Parenting Youth (Under 25),0
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Parenting Youth Age 18-24,0
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Parenting Youth Under 18,0
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Children of Parenting Youth,0
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Chronically Homeless,109
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Chronically Homeless Individuals,101
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Chronically Homeless People in Families,8
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless,"1,697"
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless Individuals,"1,134"
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless People in Families,563
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless Unaccompanied Children (Under 18),12
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),33
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless Unaccompanied Youth (Under 25),45
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless Veterans,174
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Parenting Youth (Under 25),0
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Parenting Youth Age 18-24,0
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Parenting Youth Under 18,0
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Total Homeless,"1,914"
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Children of Parenting Youth,0
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Chronically Homeless,27
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Chronically Homeless Individuals,27
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Chronically Homeless People in Families,0
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless,217
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless Individuals,217
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless People in Families,0
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless Unaccompanied Children (Under 18),0
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),9
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless Unaccompanied Youth (Under 25),9
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless Veterans,19
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Parenting Youth (Under 25),0
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Parenting Youth Age 18-24,0
2015-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Parenting Youth Under 18,0
2015-01-01,TX,TX-603,El Paso City & County CoC,Children of Parenting Youth,53
2015-01-01,TX,TX-603,El Paso City & County CoC,Chronically Homeless,132
2015-01-01,TX,TX-603,El Paso City & County CoC,Chronically Homeless Individuals,101
2015-01-01,TX,TX-603,El Paso City & County CoC,Chronically Homeless People in Families,31
2015-01-01,TX,TX-603,El Paso City & County CoC,Homeless Individuals,612
2015-01-01,TX,TX-603,El Paso City & County CoC,Homeless People in Families,495
2015-01-01,TX,TX-603,El Paso City & County CoC,Homeless Unaccompanied Children (Under 18),6
2015-01-01,TX,TX-603,El Paso City & County CoC,Homeless Unaccompanied Young Adults (Age 18-24),41
2015-01-01,TX,TX-603,El Paso City & County CoC,Homeless Unaccompanied Youth (Under 25),47
2015-01-01,TX,TX-603,El Paso City & County CoC,Homeless Veterans,92
2015-01-01,TX,TX-603,El Paso City & County CoC,Parenting Youth (Under 25),21
2015-01-01,TX,TX-603,El Paso City & County CoC,Parenting Youth Age 18-24,21
2015-01-01,TX,TX-603,El Paso City & County CoC,Parenting Youth Under 18,0
2015-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Children of Parenting Youth,53
2015-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Chronically Homeless,106
2015-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Chronically Homeless Individuals,75
2015-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Chronically Homeless People in Families,31
2015-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Homeless,"1,005"
2015-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Homeless Individuals,510
2015-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Homeless People in Families,495
2015-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Homeless Unaccompanied Children (Under 18),6
2015-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),34
2015-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Homeless Unaccompanied Youth (Under 25),40
2015-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Homeless Veterans,74
2015-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Parenting Youth (Under 25),21
2015-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Parenting Youth Age 18-24,21
2015-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Parenting Youth Under 18,0
2015-01-01,TX,TX-603,El Paso City & County CoC,Total Homeless,"1,107"
2015-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Children of Parenting Youth,0
2015-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Chronically Homeless,26
2015-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Chronically Homeless Individuals,26
2015-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Chronically Homeless People in Families,0
2015-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless,102
2015-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless Individuals,102
2015-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless People in Families,0
2015-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless Unaccompanied Children (Under 18),0
2015-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),7
2015-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless Unaccompanied Youth (Under 25),7
2015-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless Veterans,18
2015-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Parenting Youth (Under 25),0
2015-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Parenting Youth Age 18-24,0
2015-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Parenting Youth Under 18,0
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Children of Parenting Youth,7
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Chronically Homeless,44
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Chronically Homeless Individuals,40
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Chronically Homeless People in Families,4
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Homeless Individuals,157
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Homeless People in Families,98
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Homeless Unaccompanied Children (Under 18),0
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Homeless Unaccompanied Young Adults (Age 18-24),14
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Homeless Unaccompanied Youth (Under 25),14
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Homeless Veterans,30
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Parenting Youth (Under 25),4
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Parenting Youth Age 18-24,4
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Parenting Youth Under 18,0
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Sheltered Children of Parenting Youth,7
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Sheltered Chronically Homeless,18
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Sheltered Chronically Homeless Individuals,18
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Sheltered Chronically Homeless People in Families,0
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless,191
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless Individuals,97
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless People in Families,94
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless Unaccompanied Children (Under 18),0
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),7
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless Unaccompanied Youth (Under 25),7
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless Veterans,14
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Sheltered Parenting Youth (Under 25),4
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Sheltered Parenting Youth Age 18-24,4
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Sheltered Parenting Youth Under 18,0
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Total Homeless,255
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Unsheltered Children of Parenting Youth,0
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Unsheltered Chronically Homeless,26
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Unsheltered Chronically Homeless Individuals,22
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Unsheltered Chronically Homeless People in Families,4
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Unsheltered Homeless,64
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Unsheltered Homeless Individuals,60
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Unsheltered Homeless People in Families,4
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Unsheltered Homeless Unaccompanied Children (Under 18),0
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),7
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Unsheltered Homeless Unaccompanied Youth (Under 25),7
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Unsheltered Homeless Veterans,16
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Unsheltered Parenting Youth (Under 25),0
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Unsheltered Parenting Youth Age 18-24,0
2015-01-01,TX,TX-604,Waco/McLennan County CoC,Unsheltered Parenting Youth Under 18,0
2015-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Children of Parenting Youth,0
2015-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Chronically Homeless,"1,428"
2015-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Chronically Homeless Individuals,"1,099"
2015-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Chronically Homeless People in Families,329
2015-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Homeless Individuals,"4,643"
2015-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Homeless People in Families,"2,373"
2015-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Homeless Unaccompanied Children (Under 18),122
